sample_id,tumor_1_normal_2,ARHGEF10L,HIF3A,RNF17,RNF10,RNF11,RNF13,GTF2IP1,REM1,MTVR2,RTN4RL2,C16orf13,C16orf11,FGFR1OP2,TSKS,ATRX,PMM2,LOC100272146,ASS1,NCBP1,ZNF709,ZNF708,RBM14,NCBP2,DISC1,CAMK1,RPL37,SPR,ZNF700,ZNF707,CAMK4,ZNF704,LOC339240,GOLGA6B,RNF115,RNF112,ZC3H14,SPN,HMGCLL1,NACAP1,LRRTM1,GRIN1,RBMY1A3P,DHX8,DHX9,LOC441204,TCOF1,LRRTM3,NUP98,XPC,SLC12A2,GRINA,LRRTM2,NUP93,HAP1,KLRA1,CAMKV,SPPL3,GOLIM4,ZNF646,OPA3,OPA1,RHEB,RAB40C,RAB40B,RAB40A,COL7A1,MDP1,GTSE1,FAM183A,ARFRP1,OVCH1,FAM183B,PSAP,KIAA0831,SPPL2A,SLC46A1,TGFBR2,ITGA8,ITGA9,STK40,MYO3B,ATP2A1,ATP2A2,ATP2A3,ITGA1,ITGA2,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,TRHR,LOC100132288,DENND4A,DENND4B,DENND4C,SWAP70,RARRES1,LOC100132287,PHLDA3,PHLDA2,TACO1,PMM1,GAP43,NENF,SQLE,MRPL28,LOC100289341,FBXL13,FBXL12,FBXL15,CYP27B1,FBXL17,FBXL16,FAM169A,FAM116B,FAM116A,FAM169B,RALGAPA2,GHDC,H19,SDK2,GRP,TPRN,THSD4,KIAA0895L,CHST9,CHST8,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,SLC35D2,CHST1,ZNF879,CHST3,CHST2,CHST5,CHST4,CHST7,CHST6,ITGAX,OR8J1,SNORD115-17,BCL2A1,GPSM2,HLCS,NOG,LIPG,ITGAV,HIBCH,ZNF703,ITGAL,ITGAM,LOC286359,HLF,NOV,FAM134C,FAM134B,FAM134A,SERPING1,SMAD9,TRERF1,LOC653501,LRPAP1,LQK1,SMAD6,SMAD7,GOLPH3L,SMAD1,AFTPH,SMAD3,MUS81,AMMECR1L,IL1RAPL1,TMPRSS11B,IGF2R,TMPRSS11D,TMPRSS11F,ZC3H10,RAD21L1,IL1RAPL2,SLC36A3,CKS1B,SLC36A1,ST13,RPL31P11,C14orf115,ZC3H15,TMEM213,C14orf118,ARTN,ART1,HRH3,ART3,HERC2P2,ART5,ART4,LIPG
TCGA-3C-AAAU-01,1,10.4713,2.3606,0,11.6317,11.2053,10.1911,12.3502,4.0452,0.7564,7.6254,9.7253,0.4273,8.37,0.7564,11.7001,9.861,6.2955,7.6846,9.8876,7.4431,8.0499,10.777,10.5727,5.4621,7.9964,12.3799,10.3056,8.8789,8.4389,4.4151,7.1211,0.7564,4.5055,8.4144,3.2655,10.0668,6.5071,7.9925,5.8547,1.0243,4.1043,0,10.4576,12.0515,5.1623,10.7801,0,11.3196,10.0797,10.0935,12.1931,2.1527,9.5117,2.5423,5.5602,2.9806,9.8306,9.2624,10.0738,9.2478,11.0738,9.808,10.5384,7.9306,1.6173,10.9616,7.1835,8.3133,2.2604,10.7379,0.7564,2.7037,14.8456,8.7963,9.6696,10.8765,9.4093,6.163,5.4734,10.7309,1.4454,2.0363,12.5457,10.6002,9.4088,9.6512,11.4569,9.7058,10.3891,12.6036,7.3395,0,7.4516,9.4146,10.8681,10.3644,10.2017,4.9374,9.5905,9.7963,7.9549,8.6192,8.1859,2.3606,10.6142,10.5821,9.0013,5.2301,3.7074,8.1337,8.3997,6.9903,9.6708,11.1039,6.6327,8.0574,8.8873,0,8.8915,10.449,9.1505,4.3916,4.8191,9.3343,13.4025,9.792,0.7564,9.5776,12.3269,4.5697,2.2604,13.5147,13.5114,8.3968,10.8153,7.1942,6.9981,6.0475,3.6456,0.7564,4.2155,2.9162,8.0119,0,0,3.3163,9.7283,11.3943,2.4543,4.2681,12.0934,8.9709,10.4831,6.5449,7.3517,1.9097,6.142,5.3928,11.5444,9.8994,11.7106,10.832,2.6252,8.9389,7.7133,11.3652,2.5423,5.612,9.5841,11.8481,9.595,10.4221,9.8453,8.952,9.7393,3.4128,0,10.8705,0,0,7.1529,0,0.4273,0,9.2657,8.335,11.853,0.7564,1.0243,9.8805,0.7564,7.4545,7.2831,0.7564,1.9097,0.4273,10.8205,0,3.3654,1
TCGA-BH-A18M-11,2,9.754,8.7564,2.1782,11.7744,11.593,10.5854,12.5516,5.5359,0.9118,4.8014,8.4368,0,9.4985,3.0093,11.4123,9.0611,5.33,11.2466,9.6183,7.0238,7.9684,9.9052,10.5553,7.3465,8.8353,13.0456,9.1083,8.2321,7.6294,3.5871,9.1802,0.5268,1.2155,8.9527,3.7377,10.5349,7.7495,6.0684,6.2631,0.5268,3.83,0,10.2796,11.9244,6.7679,10.0172,0.9118,11.4778,10.8103,10.7011,12.0361,6.2714,9.5221,7.1985,5.9397,0.5268,10.4314,10.0749,9.2848,9.1636,10.7087,9.765,8.9385,8.6014,2.928,9.8209,7.335,4.9321,2.0304,8.8695,0.9118,1.2155,14.957,9.6518,9.4255,9.8943,13.3903,6.9174,8.8225,10.7022,3.2949,2.7505,12.6119,9.7198,10.91,10.4058,11.1854,8.8547,11.798,12.0216,11.4829,0,8.6241,9.4527,9.8645,11.0495,11.461,8.7652,7.7816,10.3229,5.2818,8.0329,8.7711,3.0093,9.7947,8.4944,9.2622,5.2818,3.7846,8.5882,6.115,3.9583,9.5622,6.8418,7.3426,7.2579,9.9792,0.9118,9.8322,9.3814,11.7863,7.7903,6.6714,8.1269,11.5586,7.6054,7.3659,5.5495,10.424,6.69,4.7784,13.7963,13.788,8.3537,5.8976,6.8025,10.4387,7.6953,3.362,2.6528,6.9331,4.3184,7.8438,0,0,5.2319,7.7728,9.3071,2.5479,4.3499,11.7211,9.0531,7.6922,8.3302,8.409,0.5268,10.1844,8.5412,10.7759,9.0874,11.2422,13.5476,6.7083,8.4731,7.8494,10.57,3.6892,6.5813,9.5921,9.8301,9.8125,10.6346,10.8387,8.932,9.9096,1.6797,0,12.2095,0,0.5268,7.8794,0,1.2155,0.5268,8.6354,8.6779,12.3926,1.2155,0,10.2152,3.0093,8.3479,5.7039,0,0,2.842,11.0336,5.2319,3.9583,1
TCGA-E2-A14Z-01,1,9.8046,2.9498,0,12.3889,10.2678,10.4058,12.9359,4.2432,0,6.9631,9.8543,0,8.5087,0,10.5256,10.2632,5.5875,10.4453,9.7669,7.1883,7.134,10.2679,11.4717,6.8666,7.7674,13.658,9.897,8.6361,8.9426,4.7554,8.3591,0,0,9.0923,2.9498,9.882,9.0306,3.6621,7.266,0,2.7718,0,9.7716,12.0024,6.1488,10.3543,0,11.0123,10.0785,8.9107,13.9581,3.5,9.9979,4.0996,4.6303,0.5345,10.3112,8.9879,9.117,9.0318,10.6121,10.5988,9.6918,7.6019,0.9236,6.9157,7.0257,7.5511,3.8078,8.904,0,2.1977,14.9889,8.5982,9.7665,10.0036,11.2019,4.914,7.6607,10.0827,5.1326,3.5561,12.3513,9.5905,9.519,8.932,10.4919,8.8713,11.6046,10.3339,7.4099,0,8.6198,8.7607,9.9139,9.8855,10.4129,9.038,8.8134,9.9653,4.9353,8.7873,8.48,1.697,11.0844,10.8124,10.5431,5.6273,2.0493,8.3292,7.558,5.7646,8.225,6.1212,6.4446,7.4768,9.603,0,7.7171,8.9134,10.2225,6.0351,5.1326,9.2674,10.0186,8.0285,5.5466,4.8255,9.1424,5.5044,3.4417,12.9251,13.1001,8.4544,6.727,6.9422,8.561,7.3556,0.927,2.5687,5.995,3.7609,9.5366,0,0,6.8273,9.793,9.7242,2.0493,5.4757,10.9232,9.2757,9.9737,10.3548,9.0069,0,5.9115,6.7927,10.8441,7.1014,10.9835,13.2074,3.3174,9.8984,6.3761,10.6375,2.5687,6.2286,9.2705,10.3364,9.1344,10.7026,9.9239,9.1618,8.9227,0,0,10.658,0,0,7.6892,0,4.3422,0,9.7349,8.1541,11.9464,1.8839,0,10.2322,3.3174,6.9989,6.7985,0,0,0.5345,10.1022,2.0493,2.9498,1
TCGA-A2-A3XW-01,1,11.216,5.2151,0,11.9543,9.8695,9.461,12.1028,6.3159,1.0448,5.359,10.7724,1.0448,8.0304,6.9496,8.7699,9.9431,4.28,12.5193,8.6249,5.3083,5.5347,10.6122,9.9636,6.0869,8.7716,14.2358,10.8144,7.6877,8.721,2.2922,5.6814,0,1.6444,7.7389,5.3959,9.2547,8.2612,3.3014,7.9705,3.3014,4.7478,0,10.0559,11.3962,3.9236,10.3709,0,10.9805,10.494,9.3249,12.8727,2.951,10.2768,3.7058,2.951,1.0448,11.4467,7.8714,9.5639,9.588,9.3447,9.7308,11.5638,8.8507,2.4872,12.3917,8.2284,6.6673,5.1154,10.6881,0,2.3929,15.1057,8.3918,8.6336,8.9443,10.8101,4.1988,6.6316,10.9835,1.0448,4.2534,12.0323,10.7096,6.7551,9.58,12.2666,6.8104,11.1692,10.2976,9.466,0,7.8044,6.4483,9.8705,9.3789,9.9289,5.1005,8.463,10.9795,9.2697,9.2105,9.8944,4.8577,11.0236,9.479,11.0767,7.2306,2.5756,9.0834,10.2702,4.28,7.7244,10.1668,3.8546,8.4099,8.4024,0,6.6572,10.3759,13.4185,5.5566,0.4377,10.7644,10.7488,8.721,4.4533,6.8468,9.1702,2.1838,0,12.5717,11.5914,8.8306,6.8688,5.1732,9.4317,7.3576,3.7991,0.7729,7.3419,3.5399,8.1268,0,0,4.9096,8.9652,8.9429,3.5399,3.9236,9.4675,8.6541,11.2409,8.785,8.4874,0,8.7862,7.5876,11.5055,7.6877,12.1205,13.068,2.5756,8.6692,7.0261,12.0594,2.0667,7.5526,9.237,8.889,9.2804,9.7523,11.4696,9.658,9.187,3.6661,0,10.852,3.2486,2.7376,8.0265,0,0,0,9.1551,7.3731,11.9509,1.2735,0,9.263,0,5.6307,6.4853,2.8123,0,1.7993,8.1754,7.2509,1.6444,1
TCGA-D8-A1Y1-01,1,9.383,1.7663,0,11.773,10.6925,10.3203,12.5152,3.512,0,6.2828,9.8242,0.3413,8.7179,0.6171,10.9886,10.2947,3.995,7.3557,10.2415,6.9913,6.7043,10.0079,10.5798,7.0058,7.552,13.0307,9.5969,8.2011,7.8454,3.7595,8.5202,0,0,9.792,1.3792,10.6808,6.7903,4.2183,6.7006,0,4.598,0,10.5803,12.4248,5.4584,9.9852,0,11.3191,10.3275,12.1392,13.2274,2.6639,9.8293,6.2119,3.7877,1.0479,10.5104,9.4489,9.1323,8.9158,10.2324,10.581,10.0253,7.5755,1.9766,7.5367,8.0662,7.7358,5.5015,8.8754,0,0.3413,15.1498,9.2888,9.3783,10.0687,11.4936,4.9112,6.4105,9.5484,2.0712,3.1275,12.622,9.929,9.1575,9.2596,9.7972,8.1826,11.6253,10.6773,5.311,0,4.4296,8.1916,9.9772,10.1572,11.0475,6.8483,7.7103,10.1096,6.855,8.8296,9.0092,4.598,10.4654,11.1524,10.0089,5.9507,4.2791,8.3312,7.0535,5.6546,9.0107,10.852,4.9239,7.914,9.0627,0,7.9472,9.6701,9.7898,2.6018,7.1103,9.6206,10.8331,7.4356,0,5.1359,11.0871,4.1763,0.6171,12.364,12.6362,8.7306,7.3814,6.9326,9.0366,5.7719,2.9918,0.6171,5.4758,6.4725,9.5915,0,0,5.7363,9.4755,9.4166,3.7308,1.5201,11.4487,8.6837,9.4756,8.5738,9.7577,0,7.922,7.5367,11.0799,9.6187,11.271,13.1899,3.1709,9.3379,7.2383,10.8682,2.8356,6.1536,9.7859,10.6273,10.654,10.4706,10.1314,9.0373,9.6172,0,0,10.9024,0,0,8.2258,0,3.578,0.3413,10.6175,9.0713,11.9274,1.3792,0,10.3618,0,7.46,6.708,0.3413,0.6171,1.0479,8.3143,2.9889,0.8485,1
TCGA-AC-A7VB-01,1,10.9737,1.6081,0,11.1,11.4611,10.0978,12.9816,4.4055,1.3006,6.8435,9.338,0.6648,7.8483,0,10.5967,10.3916,5.4791,7.2918,10.5666,6.0565,6.5238,10.5356,11.0118,5.4308,7.9676,12.5154,10.2817,7.7903,8.8534,2.1737,7.5206,0,1.8615,9.0895,2.4302,10.923,4.5745,3.8247,6.1427,0,7.2701,0,11.2314,12.5108,6.6636,10.4927,0,11.194,10.6019,11.7915,12.6151,4.0707,9.5817,3.5642,4.1201,0,9.1642,8.5361,10.7227,9.1095,10.8308,10.0194,10.4607,9.7313,2.3497,9.5477,8.8631,8.1704,3.3736,9.9043,0,0.6648,14.2995,9.6808,9.5949,10.3126,9.4455,1.8615,4.9609,9.9309,3.3736,5.5619,11.8971,10.0121,8.7232,8.2763,11.3951,6.3316,10.8154,9.8362,7.3857,0.3704,4.6935,8.7411,10.1894,10.3221,9.1796,4.0707,9.4731,6.5053,7.8242,9.3445,9.0629,2.1737,10.4188,11.2632,10.1139,5.6402,2.7768,7.5251,8.7424,3.7638,9.0057,10.3434,6.3943,7.6916,8.3839,0,8.0875,10.5611,10.2605,2.8371,2.2644,9.8946,13.2152,8.1137,2.1737,6.9222,8.0256,2.9507,1.6081,12.9298,12.8246,8.3033,5.4601,2.4302,6.5778,6.8287,2.2688,0.3704,4.7258,1.7404,6.5192,0,0,2.7138,9.3278,9.2936,0.6648,4.0707,9.9927,8.1212,14.0825,9.8821,5.3505,1.9732,9.4037,4.1442,12.0217,9.8124,11.7013,10.4809,1.9732,6.8654,6.6843,11.5967,6.4142,6.81,10.3019,9.6107,9.6014,10.6513,10.8795,9.8115,10.3457,0,0,11.5581,0,0.3704,7.3602,0,0.3704,0,9.8977,7.5388,11.848,1.4625,0.3704,10.6765,1.1181,7.2143,5.9916,0.3704,0.6648,1.3006,9.7002,0,0.6648,1
TCGA-B6-A0RO-01,1,9.7729,0.3775,0,12.0146,11.3424,10.7407,12.8388,2.5323,0,3.2739,9.5602,2.2892,9.5585,0.6764,11.2088,10.3089,3.1819,10.3358,9.8093,7.7022,6.455,10.0416,10.6178,6.5955,7.639,11.5624,10.837,7.7105,7.7491,3.1819,8.0223,0,0.3775,9.1724,0.3775,10.5678,5.7769,2.6743,6.5363,0,4.4747,0,10.2762,12.225,4.3949,8.6587,0.3775,11.2195,9.7135,11.853,12.3472,1.3192,10.3237,2.3749,3.6281,0,10.7552,8.3649,8.4512,8.2045,10.9853,9.9173,9.3336,8.9549,0,5.018,8.9319,6.1248,7.5424,9.1559,0,0,16.1971,8.8494,9.5733,10.7089,10.1413,3.1819,6.0487,9.5302,3.7928,1.4825,13.2806,10.4039,7.6634,7.9369,10.5359,6.9325,9.9156,9.9543,6.2321,0,6.5955,8.3805,8.7844,10.3315,10.0466,8.0664,5.0831,9.3842,7.5285,9.1574,8.4866,0.3775,10.9778,11.4453,10.466,4.9498,5.3283,7.4066,8.5752,6.1554,10.2001,8.1463,7.0893,8.0107,8.9018,0,9.3515,9.2749,10.4441,4.8929,5.9614,9.2853,12.9906,6.8297,4.7072,11.2249,10.082,2.8035,0,10.9969,11.1388,8.2132,7.2567,6.0224,6.8068,5.6877,2.3774,1.3192,6.9,5.4016,6.131,0,0,4.6737,7.1581,10.437,1.6292,4.9498,11.5774,8.6672,9.0949,9.2325,6.9427,0,6.2605,6.5081,11.5625,11.9889,12.0851,10.2306,3.3605,8.7922,6.3318,11.9203,5.737,5.9888,9.2332,10.8251,10.2723,11.5224,9.188,8.4684,9.5132,0,0,11.409,0,0,6.9842,0,0.9239,0,9.4117,7.4639,12.2287,0.9239,0,10.6875,1.1351,8.0681,2.1981,0.6764,0,1.1351,5.8158,2.9221,0,1
TCGA-A2-A04P-01,1,10.5102,6.9166,0.6028,12.1741,11.2632,9.965,13.1865,5.5275,0.6028,4.51,11.1193,0,9.4643,1.8453,10.0136,10.8629,4.6655,11.9458,10.617,5.8722,8.6226,10.1621,11.4742,7.482,7.5987,14.6034,9.881,8.5645,8.3101,3.6335,5.5595,0,1.0267,9.6265,6.4098,10.3226,7.7251,2.6292,7.4662,0,3.8039,0,9.2744,11.4961,4.4079,11.0894,0.6028,10.4638,8.7875,8.5265,12.1661,2.3644,9.6712,2.0398,3.0464,2.5028,10.5447,7.5202,9.0917,9.7003,10.4617,10.3843,9.3747,10.3988,3.3696,6.0063,7.7846,8.5305,0.6028,9.4494,0,1.6204,14.5161,8.4386,9.2562,8.349,9.7858,5.3183,5.4092,9.7084,5.7243,5.8849,11.5587,9.1678,9.7165,8.7824,8.3881,8.2273,10.9598,11.9359,7.5283,0,8.4515,7.2717,9.8282,8.9627,10.2451,10.3815,9.4505,8.2815,5.7384,9.6994,8.9746,3.9563,11.9136,10.1763,10.6416,5.0054,2.3644,8.5345,6.8006,8.1455,8.4558,5.5111,5.1807,7.5956,8.6471,0,5.7243,8.0385,13.8717,5.9224,4.9338,8.5861,7.0637,8.8521,8.7393,2.5028,8.4915,8.0156,6.9773,13.8151,14.1529,8.5244,8.8243,7.0969,8.2548,9.0876,2.5028,4.0496,7.024,6.3001,8.615,0,0,7.6338,9.7046,10.1203,1.6204,6.1289,10.6588,9.3804,7.2324,8.821,8.2301,0,6.9891,5.5436,10.7537,4.7513,10.9428,12.8499,3.7493,7.2124,7.1347,10.7641,4.1373,5.2214,8.8809,10.2007,9.5959,10.6411,8.9092,8.7549,9.2756,0,0,11.4572,4.8059,0,6.8338,1.0267,0.6028,0,9.5397,8.5744,11.3902,2.3644,1.8453,10.8972,8.3298,7.0581,6.8206,0,1.0267,8.7092,7.92,2.0398,4.9338,1
TCGA-A7-A13E-01,1,10.757,3.0461,0,11.1565,10.7619,10.3025,12.9691,5.2856,0,7.6592,9.2157,0,9.0857,3.188,10.0038,10.2922,5.2537,10.636,10.3488,7.9972,8.4907,10.023,10.5299,8.0447,6.5288,13.9287,8.7785,10.2259,8.4821,1.8328,4.2101,0,2.6146,8.8577,3.5454,9.5945,5.4212,7.381,5.9458,0,4.1066,0,10.558,12.4146,3.2541,10.3382,0,11.1179,9.6103,10.2669,11.5083,1.4373,11.0826,3.8317,5.4913,2.5103,10.8383,9.4671,9.3856,8.5755,10.7387,10.7416,9.2475,8.569,1.4373,5.9357,7.2691,7.4671,3.188,9.4679,0,2.3979,14.2054,9.2043,9.1737,5.9895,9.5192,2.3979,7.8421,10.2947,0,5.5582,12.4784,11.3708,8.8497,7.0959,8.6738,7.6335,10.7939,10.6176,7.3474,0,7.4947,7.9629,9.9569,10.9299,10.6145,9.2855,8.2264,8.9871,6.1417,8.6813,8.743,2.7118,9.9356,11.0425,9.8838,8.6309,3.7877,9.9723,6.4613,6.0974,8.8931,9.1456,4.3972,7.2291,10.332,0,8.0996,9.7392,8.9896,8.3448,3.8317,9.4818,3.8317,8.8108,4.8458,0.8907,2.1428,5.221,3.0461,12.6686,12.7846,8.8104,6.2509,6.9188,9.6863,9.0326,4.5692,2.8886,5.5969,8.6325,8.0092,0,0,5.1005,9.6551,11.0073,0.513,5.5319,11.1672,8.6479,7.713,6.6075,7.6743,0,5.5842,5.3921,10.726,9.1149,11.1146,11.0723,4.5627,7.8555,8.0974,9.9463,6.1677,5.3322,10.3951,9.4653,9.5015,11.0518,9.0384,8.7516,9.7056,0.513,0,12.3416,0,0,7.5905,0,0,0,10.5907,8.4042,11.6673,0.513,3.4359,10.1097,10.9496,7.1271,3.4917,0.513,0.8907,9.6135,6.7516,1.9961,1.6486,1
TCGA-A7-A0D9-01,1,10.9025,2.8431,0,11.7959,11.164,10.5207,14.2764,4.7293,0,5.0847,8.3241,0,8.8169,0.4974,10.9845,9.6193,5.9621,11.355,9.578,7.8214,7.7349,9.8602,10.938,6.3481,7.3366,12.1931,10.1849,8.2577,9.6178,4.538,7.9495,0,1.6128,8.9974,2.7578,11.2213,5.7903,2.1022,6.3003,0,4.9757,0,10.2042,12.1826,5.5453,10.2052,0,11.3979,9.8595,10.6289,14.8349,3.2069,9.9954,6.5362,5.6317,0.4974,10.4094,9.5473,9.1754,8.813,11.3516,10.6992,9.7766,7.1223,1.6128,8.7714,7.0847,6.43,1.6128,10.9792,0,1.6128,14.7063,9.9666,9.4325,10.2563,10.5704,6.2466,6.2544,9.8479,1.6128,2.2343,12.9294,11.8971,10.6367,10.6051,9.8658,7.5176,11.3089,10.7394,7.8931,0.4974,9.0465,11.5549,9.6366,10.0741,10.0407,6.7987,8.2163,9.1568,5.6075,8.5277,8.9223,1.6128,9.3338,12.6611,9.3889,4.9567,2.9998,7.8082,6.6994,3.4973,9.7887,8.7287,7.4892,7.6127,9.2553,0,8.3822,9.2641,10.0316,7.8603,6.6529,8.6166,13.2296,8.2824,3.4437,7.0208,8.8963,3.9067,1.6128,13.2391,13.5801,8.0493,6.7051,8.5689,8.0956,5.9716,3.7402,0.8666,4.4859,5.7357,6.9601,0,0,4.4319,8.7936,10.0018,1.1603,3.2699,11.8427,9.0364,12.1625,6.9017,6.3521,0.4974,7.8831,6.3738,11.4595,9.6778,11.3063,11.5074,3.9067,9.0666,7.824,10.9471,4.7067,8.2063,9.2338,9.6087,9.5857,11.7238,12.6375,8.7089,10.1138,0.4974,1.6128,11.5319,4.7734,1.6128,7.2252,0.4974,2.1022,0,7.3174,8.1799,12.8967,1.4042,0,10.9522,1.9567,8.2789,7.0116,2.4669,4.7734,0.4974,8.1738,2.9998,1.6128,1
TCGA-E2-A14R-01,1,11.7221,1.9074,0.5446,12.0598,11.0545,10.5078,12.8478,4.7622,0,2.9779,9.0861,0,9.0528,1.2484,9.4028,9.3994,4.7622,12.3093,9.9541,6.4388,8.3654,10.0755,11.1449,6.3101,6.9837,14.6898,8.928,9.4669,9.115,3.41,2.5955,0,1.7193,9.3266,2.5955,9.831,7.6003,3.2799,6.454,0,4.9452,0,9.4547,11.8289,2.7994,11.6475,0,11.0724,10.1566,8.4492,12.4169,0.5446,10.966,0.9389,4.0917,1.2484,10.5353,6.953,9.1723,8.7303,10.5744,11.5613,8.6337,10.0142,2.0738,5.1639,8.1584,10.7215,0,10.224,0,0.9389,14.8383,8.2441,8.7131,7.3974,9.0714,2.7994,7.6071,9.7472,2.5955,5.4325,11.9038,11.6982,8.0023,6.4235,9.3327,8.1776,10.3135,13.0777,6.2077,0,6.7343,8.0254,8.7822,10.2481,9.6591,14.1793,7.9946,8.8811,7.2158,9.178,10.4105,1.9074,10.2905,12.4152,9.7169,5.6589,2.223,8.8077,7.2896,7.5269,8.2657,9.0201,3.7421,8.1116,8.4773,0.5446,4.6349,7.9842,9.2911,7.4795,0.5446,7.6003,4.9235,7.8672,0,1.2484,2.3581,4.5527,2.5955,12.3739,12.4127,8.7958,5.2706,6.6837,10.2783,8.2265,3.142,4.2036,5.9324,5.4925,9.4622,0,0,7.5015,10.6548,9.5147,1.2484,6.1437,10.4918,8.7793,4.7126,9.0047,7.8925,0,7.4832,4.3405,10.259,6.4912,10.5848,12.471,1.2484,6.9368,7.9364,9.9981,4.6349,9.1666,9.0175,9.9942,8.6017,11.1661,9.4919,9.0111,9.0441,0,0,10.6347,0.5446,0,6.7951,0,0,0,10.426,7.3189,12.9235,1.7193,1.7193,10.5218,7.1118,6.9794,6.2604,0,4.8102,12.2646,9.2007,2.223,0,1
TCGA-GM-A3XN-01,1,10.6329,4.7498,0,11.2315,10.98,10.0185,12.7224,4.2283,0.4382,6.1113,10.0086,0,8.7255,2.2938,10.3989,10.4241,5.5257,11.4012,9.5197,6.259,7.0477,10.2791,10.8005,7.3725,8.2004,14.4699,9.7024,8.6446,8.6624,4.5675,6.9266,0,2.2938,9.4839,4.1726,9.9966,7.6212,5.0876,8.3754,1.2746,4.7112,0,10.183,11.8255,5.7324,10.4847,0,10.8325,10.801,10.0902,12.0904,3.9255,9.2416,5.2308,5.7983,0.7737,9.7159,9.1943,9.6795,8.8715,10.3017,10.141,10.6512,9.0482,3.4034,9.9611,8.0649,6.4873,5.2171,9.9769,0.4382,3.6271,14.8099,9.2065,8.8089,9.6017,11.6897,4.9618,7.8669,10.337,2.1854,3.4034,12.2294,9.7837,9.7376,9.6306,11.0825,7.944,11.6777,10.6948,10.4829,0,8.9727,8.231,10.1927,9.9056,10.6683,9.0238,9.119,10.7184,7.2292,8.4881,8.7339,4.9453,10.6161,8.992,10.3138,6.393,4.5889,9.01,8.1434,5.9216,9.3538,9.5564,5.4805,8.0691,9.4528,0,7.88,10.0283,13.3085,6.4987,7.9603,10.9355,10.4829,8.4024,6.4758,10.485,11.4167,5.2443,3.3542,14.3496,14.1929,8.7146,9.0854,5.6014,9.6267,7.4935,2.8141,1.9407,6.6693,5.0876,9.1678,0,0,6.2388,8.2044,9.4418,2.5773,5.9301,11.3995,8.5344,10.2438,9.5038,8.2897,0,7.579,8.2175,10.8255,7.6748,11.2368,13.3192,4.7498,9.7286,6.8839,11.2133,6.6491,7.502,9.6795,10.2497,9.9971,10.2842,10.1075,9.4853,9.5887,0,0,10.7811,0,0,7.5574,0,3.4971,0.4382,9.8004,8.9081,11.4238,4.7874,0,10.0219,3.7463,7.3502,7.4502,0.7737,0,2.0683,10.5109,4.5012,1.8007,1
TCGA-A8-A06Y-01,1,8.7745,0.4999,0,12.601,10.4113,10.8608,13.7881,3.0797,0,5.5788,9.4555,0,8.7948,0,11.1953,10.6096,4.9063,10.5851,10.3018,7.0292,7.5623,9.8007,11.4086,6.7638,7.0401,13.2397,10.4752,9.1642,8.2931,1.6185,8.1278,0,1.4095,9.9751,2.241,10.5878,4.44,0.4999,7.1222,0,5.2425,0,10.378,12.2783,5.0212,10.0665,0,11.3844,9.8952,12.4279,12.3978,0.4999,9.7235,2.241,4.7597,0,10.2791,8.9048,9.3615,8.9259,11.042,9.8499,9.2993,8.5183,2.241,6.3011,8.1205,5.5018,2.4739,9.4572,0,3.0797,14.56,9.138,9.1972,11.1108,9.4741,5.628,5.378,9.6172,9.7938,1.9631,12.6759,8.0237,9.6293,11.2513,10.391,6.9443,10.6389,9.9033,6.8647,0,8.4206,8.3906,9.6627,10.9276,10.9827,6.4452,6.885,9.7694,7.2336,9.0163,8.1278,1.165,11.0323,13.6287,9.9614,4.8453,3.9146,8.1864,7.337,7.6028,9.7529,5.64,5.0027,6.9733,9.9052,0,7.9116,9.5204,9.6687,6.0357,6.1154,9.7228,11.8563,7.6212,6.1154,3.0072,9.3377,6.7361,4.6919,13.0415,13.2881,8.3619,5.9705,6.3385,8.3026,5.6755,2.7668,0,4.0649,5.1104,6.3162,0,0,2.4739,7.001,10.0446,0,2.6744,11.1717,10.2282,9.5779,8.5458,12.6365,0,7.3842,5.8821,11.5251,10.2718,11.436,11.3719,5.2266,8.8873,7.1179,11.02,6.2705,4.2332,7.9531,11.9478,9.2334,11.1514,9.6376,8.1925,9.4859,0,0,11.6525,0,0.4999,7.4877,0.8704,0,0,9.1101,8.5183,11.5908,1.6185,0,10.6415,5.7101,7.5874,4.44,0.8704,0,4.9649,8.4013,1.4095,7.9435,1
