"","ID","Beneficio","Compra","Acidez","AcidoCitrico","pH","CloruroSodico","Densidad","Azucar","Sulfatos","Alcohol","Etiqueta","CalifProductor","Clasificacion","Region","PrecioBotella"
"1083",4543,628,"1",0.19,0.33,5.8,NA,0.99196,9.4,2.09,10.2,"B",2,"***","3",4.17
"1084",4230,631,"1",-0.08,0.41,6.48,0.046,0.99537,6.8,2.2,6.9,"B",3,"*","3",3.29
"1085",8916,631,"1",0.52,1.69,5.81,0.24,0.9975,8.4,NA,9.3,"R",3,"***","1",1.51
"1086",13553,634,"1",-1.05,-1.9,7.25,-0.529,0.91544,14.7,NA,15.4,"M",3,"**","1",1.49
"1087",1986,635,"1",0.24,0.52,5.36,-0.52,0.98926,13,1.83,13.3,"R",2,"**","1",2.07
"1088",10907,635,"1",0.57,0.74,5.94,0.094,0.96841,11.1,1.79,11.4,"MB",3,NA,"3",6.03
"1089",6100,637,"1",-0.17,0.24,6.18,0.415,1.03742,6.8,2.15,23.7,"MB",2,"****","3",1.1
"1090",8631,637,"1",-0.085,0.22,5.92,0.03,0.99218,8,NA,8.7,"R",1,NA,"3",1.72
"1091",6269,638,"1",0.35,0.28,5.85,-0.399,0.9969,10.8,-0.34,20.3,"R",3,"**","2",5.03
"1092",6007,638,"1",-1.82,0.09,5.95,1.128,0.9937,6.8,0.54,13,"B",1,"***","1",3.04
"1093",5466,639,"1",1.39,0.16,5.39,-0.291,0.95986,9.9,NA,10.6,"B",2,"*","3",1
"1094",8389,640,"1",0.22,0.48,6.94,-0.205,0.99998,14.4,0.52,18.1,"R",1,"*","3",1.76
"1095",4959,640,"1",-0.87,-0.86,7.29,-0.721,0.95181,4.6,NA,9.5,"R",2,"**","2",1.39
"1096",14299,640,"1",0.24,1.41,6.44,-0.561,0.996,7.7,0.37,12.1,"MB",4,"**","3",3.24
"1097",5880,641,"1",0.79,1.43,5.4,0.056,1.01935,8.8,NA,9.4,"R",3,"**","2",1.3
"1098",13621,643,"1",1,-0.54,6.96,0.034,0.97129,4.7,0.49,9.1,"R",3,"*","2",1.14
"1099",7532,643,"1",1.24,0.17,5.81,-0.168,0.89242,11.2,0.38,12,"MB",2,"***","3",3.66
"1100",14113,643,"1",1.22,0.3,7.06,0.223,0.9927,5.5,NA,15.8,"R",2,"*","3",2.31
"1101",8174,644,"1",0.26,0.3,5.98,-0.276,0.98995,9.5,0.52,12.5,"M",1,"**","2",1.39
"1102",13155,644,"1",0.18,0.31,6.64,0.053,0.998,11.8,NA,13.1,"B",3,"***","1",3.76
"1103",14791,644,"1",2.13,0.36,7.25,-0.004,0.94039,16.1,0.68,16.3,"R",1,"**","3",1.97
"1104",2309,644,"1",-0.45,0.69,6.97,0.176,0.98857,13.3,-0.22,13.9,"B",3,"**","1",3.16
"1105",12633,645,"1",0.2,0.26,6.77,0.033,0.98954,10.4,0.81,NA,"B",1,"**","1",2.04
"1106",14566,645,"1",1.05,0,6.42,-0.104,1.00787,10.7,0.46,16.3,"R",1,"***","3",1.29
"1107",15890,646,"1",-0.4,1.63,6.05,0.14,0.99807,8.1,2.29,15.5,"R",1,"***","1",3.63
"1108",637,646,"1",0.36,0.26,5.91,0.578,0.95793,8.3,0.98,9.3,"R",1,"***","2",1.16
"1109",12717,647,"1",0.17,0.22,6.52,-0.219,0.98273,11.9,0.37,12.3,"R",2,"*","2",3.5
"1110",1002,648,"1",0.82,1.27,6.2,-0.471,0.99604,12.7,-0.04,13.3,"B",4,"**","1",2.45
"1111",15843,648,"1",0.65,2.23,6.46,0.044,0.991,8.5,-1.33,12.2,"R",3,NA,"2",1.95
"1112",1733,648,"1",1.83,-1.26,6.16,0.074,1.02001,13.2,0.57,13.9,"R",1,"*","1",2.25
"1113",4769,648,"1",0.51,0.36,5.53,0.552,0.9975,8.4,0.76,11,"R",3,"**","2",1.33
"1114",7061,649,"1",0.25,0.56,5.72,0.145,1.03044,7.3,0.53,11,"R",3,"**","1",2.01
"1115",12123,650,"1",0.29,-0.88,5.9,-0.057,0.9895,10.6,0.36,26.5,"M",2,"*","3",1.4
"1116",2664,650,"1",-0.62,0.08,5.29,0.07,0.99358,8.6,3.25,12.5,"M",2,"**","3",3.13
"1117",5356,651,"1",-0.19,0.27,6.27,0.325,0.9933,7.8,2.22,10.5,"R",2,"**","1",3.02
"1118",8512,653,"1",0.68,0.52,6.56,-0.154,1.00698,6.5,1.64,9.3,"B",2,"**","2",5.36
"1119",5674,653,"1",0.33,0.92,5.21,-0.431,1.00974,8.4,0.53,14,"R",1,"**","3",5.7
"1120",6701,654,"1",0.17,-1.12,6.92,0.036,0.96542,9.9,0.41,10.1,"R",3,"***","2",1.55
"1121",11939,654,"1",0.12,0.38,7.23,0.153,0.99026,10.5,0.55,16,"R",4,NA,NA,3.75
"1122",10755,654,"1",-0.7,0.34,5.83,0.226,1.00235,7.2,1.76,9.1,"R",3,"***","2",5.56
"1123",1082,655,"1",0.21,-0.82,7.08,NA,1.00567,14,1.68,14.4,"R",2,"***","1",2.88
"1124",11210,655,"1",-0.605,0.06,6.15,0.03,0.98311,8.7,2.26,9.2,"B",2,"**","3",1.97
"1125",12270,656,"1",-1.94,0.35,6.09,0.036,0.98942,8.1,NA,15.5,"R",1,"***","1",2.84
"1126",6032,657,"1",0.33,0.89,5.27,0.141,1.03488,13.9,0.39,14.6,"B",2,"****","1",5.08
"1127",9511,657,"1",-0.09,1.85,5.71,-0.983,1.00239,10.7,0.55,10.8,"R",3,"**","1",1.5
"1128",8674,658,"1",0.24,0.28,6.4,0.038,1.02018,8.8,3.23,9.2,"M",1,"*","1",1.25
"1129",9749,659,"1",0.27,-1.24,5.58,-0.424,0.98976,9.9,-0.21,13.7,"R",2,"***","3",1.31
"1130",12287,660,"1",0.41,0.24,6.11,0.009,0.94687,9.5,0.44,NA,"R",2,"***","3",3.61
"1131",8137,660,"1",0.91,0.49,7.19,-0.272,0.9928,10.8,1.45,13.8,"B",4,"**","3",3.29
"1132",6277,660,"1",0.27,0.3,6.07,0.438,1.03413,13.1,NA,13.8,"B",2,"****","3",2.63
"1133",8113,661,"1",-0.48,1.66,5.56,0.039,0.95321,11,3.8,12.2,"R",3,"**","3",3.67
"1134",15632,662,"1",0,2.07,6.64,-0.548,0.9934,12.8,0.48,13.5,"R",4,"***","3",1.71
"1135",13101,662,"1",0.66,-1.29,6.67,0.084,0.9983,6.9,-0.79,9.9,"MB",3,"***","2",1
"1136",7926,662,"1",0.22,1.45,5.57,-0.022,1.03569,10.2,-0.72,13.1,"B",2,"***","3",5.45
"1137",6500,663,"1",-0.4,0.38,5.3,-0.324,0.9914,11.2,NA,NA,"M",2,"**","2",1
"1138",13818,663,"1",0.73,1.63,5.58,0.044,1.0391,8.7,0.58,11.1,"R",3,"**","2",4.17
"1139",10839,663,"1",0.18,0.26,5.54,0.64,0.99576,11.9,0.54,13.2,"R",3,"***","3",1.9
"1140",935,663,"1",0.29,0.09,5.59,0.027,0.94976,5.9,-0.87,8.1,"R",2,"***","1",1.66
"1141",3171,664,"1",0.52,1.99,5.61,0.054,0.9648,11.3,1.67,11.6,"R",2,"**","1",3.25
"1142",8531,670,"1",0.8,0.03,6.53,0.631,0.99255,12.6,-0.74,13.3,"M",4,"****","3",2.89
"1143",7731,670,"1",-0.33,1.34,5.66,0.082,0.9913,9.3,0.75,14.5,"B",3,"***","3",1.04
"1144",2772,670,"1",0.42,0.89,6.69,-0.465,1.02855,5.9,0.64,15.9,"R",2,"***","3",1.8
"1145",280,670,"1",1.35,1.54,5.84,-0.098,0.9891,10.2,-0.55,13.3,"R",2,"*","3",2.32
"1146",3079,671,"1",0.3,-0.86,6.26,0.028,1.04782,9.4,0.38,16.1,"R",2,"***","1",2.97
"1147",15132,672,"1",0.62,-1.26,6.35,0.076,1.00085,7.5,-0.03,15.2,"B",3,"***","3",1.12
"1148",6920,672,"1",-0.46,0.34,6.1,NA,0.99084,12,-0.16,12.1,"B",3,"**","3",6.45
"1149",9458,674,"1",0.34,0.78,5.48,0.04,0.99815,11.1,0.29,11.4,"R",3,"*","3",2.69
"1150",13635,674,"1",0.19,0.42,5.59,0.253,0.98185,11.4,0.68,12,"M",2,"**","1",1.79
"1151",9746,677,"1",0.33,-1.11,5.4,0.059,1.02899,17.5,0.47,18.1,"R",4,"*","2",4.86
"1152",12057,677,"1",0.46,0.36,7.06,-0.427,0.9912,10.8,0.57,11.6,"MB",2,"****","1",5.18
"1153",15517,678,"1",0.79,0.45,6.01,0.053,1.0282,9.2,0.51,9.7,"R",2,"****","1",1.04
"1154",8548,678,"1",-0.71,0.49,6.19,0.37,1.00728,9.7,-0.93,11.5,"R",3,"**","2",1.67
"1155",11693,680,"1",1.92,0.24,6,0.129,0.99553,10.4,0.56,11.6,"B",3,"***","3",3.45
"1156",12476,680,"1",-1.28,0.4,6.44,-0.226,0.9954,12.4,0.36,13,"MB",5,NA,"1",1.12
"1157",13314,681,"1",2.28,-1.39,6.29,-0.518,1.04303,11.4,0.51,12,"B",2,NA,"1",1.5
"1158",245,681,"1",0.42,1.48,6.75,-0.339,0.99013,8,0.88,18.5,"B",2,NA,"3",1.35
"1159",7117,681,"1",-2.35,0.28,5.39,0.175,0.98297,12.8,0.43,13,"R",2,NA,"2",1.28
"1160",15898,682,"1",0.28,0.42,5.33,0.227,0.9994,6.8,0.82,9,"R",3,"**","3",1
"1161",7335,683,"1",-1.06,0.53,6.23,-0.122,0.96496,4.6,0.28,12.5,"R",5,"**","1",2.48
"1162",9966,685,"1",0.26,-1,5.32,0.026,1.027,11.7,1.11,12.5,"B",2,"***","3",4.01
"1163",14427,685,"1",1.2,-0.48,5.71,-0.076,0.94311,6.8,0.42,9.5,"B",4,"**","2",1.34
"1164",6117,686,"1",0.33,1.76,5.82,-0.246,1.02473,11.8,1.66,12.1,"B",7,"***","3",6.84
"1165",14285,687,"1",1.58,0.15,5.26,-0.541,1.01618,9.3,-0.33,9.4,"B",3,"*","3",2.91
"1166",11121,687,"1",0.17,-0.62,6.37,0.305,0.99808,8.4,0.78,13.1,"R",3,"**","2",1.22
"1167",4259,688,"1",0.29,0.24,5.54,0.3,0.95082,10,1.02,13.8,"M",2,"**","1",2.61
"1168",3847,688,"1",-0.4,0.31,5.75,-0.115,0.98964,6.8,0.4,14.3,"R",1,"***","1",1.96
"1169",2350,688,"1",0.16,-1.09,5.79,0.132,1.03364,9.2,0.43,9.5,"R",3,"***","2",2.6
"1170",170,690,"1",2.01,1.18,5.92,-0.286,1.00364,8.2,0.74,17.4,"B",4,NA,"1",1
"1171",9438,690,"1",0.32,-0.08,6.1,0.417,0.9959,11.9,0.4,12.2,"B",2,"***","2",2.93
"1172",4897,692,"1",0.3,0.44,6.14,0.043,0.99452,12.8,0.33,18.4,"R",4,"***","3",1.12
"1173",10234,694,"1",0.465,0.3,6.53,0.087,0.9982,12.1,0.61,13,"MB",4,"*","3",1.78
"1174",2903,694,"1",0.44,-0.82,5.63,0.039,1.02288,11.8,0.86,12,"R",6,"**","3",3.22
"1175",8718,694,"1",-1.14,0.27,5.78,-0.546,0.9657,5.9,0.37,15.6,"B",2,"****","1",2.5
"1176",15571,695,"1",0.14,0.28,6.31,0.059,1.07616,12.3,-0.91,NA,"R",2,"****","2",3.79
"1177",3324,695,"1",-0.64,-0.02,5.69,0.174,0.9941,12.9,-0.97,13.4,"M",3,NA,"3",1
"1178",9619,695,"1",0.15,-0.33,6.21,NA,0.9907,6,0.73,10.5,"M",2,"*","1",2.25
"1179",8836,696,"1",0.46,0.65,7,0.05,0.9976,6.3,0.42,8.7,"B",3,"**","3",3.01
"1180",13817,697,"1",0.34,1,6.83,0.051,0.99314,9.2,-0.22,10.2,"B",2,"*","2",1.2
"1181",13065,698,"1",0.82,-0.6,6.73,0.042,0.997,10.1,0.59,12.9,"R",2,"*","1",1.8
"1182",10144,698,"1",-0.78,0.34,6.86,0.547,1.02798,12.5,-1.1,13.3,"M",2,"**","3",2.04
"1183",8534,698,"1",0.27,0.43,5.68,0.049,0.96553,11.9,3.39,14.5,"B",2,"**","3",6.7
"1184",9713,699,"1",0.27,0.53,6.22,0.048,0.99587,11.3,0.37,11.4,"B",3,"**","1",1.05
"1185",1320,700,"1",-1.89,-0.25,5.69,0.034,0.99144,15.4,2.01,16.3,"R",2,"**","1",3.26
"1186",4091,702,"1",0.71,0.29,6.06,-0.305,0.97082,8.1,0.88,8.7,"MB",2,"****","3",3.14
"1187",274,703,"1",-0.4,1.24,6.2,-0.522,0.98962,14.2,0.75,14.4,"M",2,"***","2",1.78
"1188",12178,703,"1",2.67,0.22,5.65,0.027,0.97127,13,-0.76,13.4,"B",1,"****","1",1.42
"1189",5027,703,"1",0.33,1.29,5.29,-0.779,0.99458,11.8,0.52,12.3,"B",1,"***","3",3.09
"1190",6039,703,"1",-0.09,-1.11,5.96,0.045,1.0346,10.8,-0.04,10.9,"R",3,"****","2",2.17
"1191",2981,704,"1",0.24,0.55,6.79,-0.43,0.97599,11.8,-0.73,12.3,"MB",2,"*","3",7.4
"1192",291,704,"1",0.27,0.31,6.33,-0.194,1.01824,11.9,0.66,14.2,"R",2,NA,"3",1.16
"1193",2726,704,"1",1.08,0.32,6.36,-0.956,1.04402,14,-0.93,15,"B",2,"****","1",4.09
"1194",1843,704,"1",0.18,1.92,5.88,-0.258,0.97362,12.8,0.42,13.6,"R",3,"**","2",1.42
"1195",5286,705,"1",-0.01,-2.7,5.93,0.035,0.98964,10.1,0.35,11.5,"R",1,"*","1",1.04
"1196",1535,706,"1",0.36,0.75,5.87,0.329,0.93994,11.5,0.43,11.9,"R",3,"****","2",3.07
"1197",6332,706,"1",0.13,-0.45,6.13,-0.41,0.95401,10.5,0.39,10.6,"B",3,"***","1",1.43
"1198",7546,706,"1",0.32,0.35,5.83,0.007,0.9984,6.5,0.5,9.2,"B",2,"**","3",3.64
"1199",8949,707,"1",0.48,0.32,5.78,-0.221,0.98481,10.5,0.35,17.5,"R",2,"**","1",1.78
"1200",10198,708,"1",-1.7,1.53,6.46,-0.079,1.00508,9.9,0.56,10.7,"R",4,"**","1",3.16
"1201",8742,708,"1",1.36,0.31,5.31,0.069,0.9944,6.1,0.47,9.4,"B",3,"**","2",1
"1202",4315,708,"1",1.1,0.28,6.29,0.051,0.9957,11.3,-0.14,12.2,"M",4,"**","3",2.16
"1203",12929,709,"1",0.185,0.19,5.59,0.048,0.97987,11.9,NA,12.1,"B",1,NA,"2",1.55
"1204",12524,711,"1",1.02,0.33,6.16,0.587,0.9934,9.9,NA,10.6,"R",3,"***","1",2.44
"1205",553,712,"1",0.26,0.42,6.02,NA,0.96671,11.3,0.45,15.7,"R",3,"**","3",2
"1206",1620,712,"1",-2.52,-1.2,6.21,0.287,1.00525,10.8,0.37,11.8,"B",3,"*","2",6.47
"1207",3988,713,"1",0.39,-1.72,5.92,0.02,1.04263,12,0.84,12.5,"MB",3,"****","3",5.78
"1208",7524,713,"1",0.43,0.12,6.23,-0.064,0.99863,5.4,-0.19,17.9,"M",1,"**","3",5.45
"1209",3420,714,"1",0.6,0.3,5.98,0.135,1.00262,15,-1.31,NA,"R",3,"***","2",1
"1210",10060,714,"1",0.42,0.26,6.01,0.097,0.9972,7.4,0.55,9.3,"B",3,"**","3",1.68
"1211",8775,715,"1",0.98,-0.82,5.72,0.383,1.00704,11.4,0.42,12.5,"B",2,NA,"3",4.5
"1212",6959,716,"1",0.5,0.26,6.95,0.043,0.96107,12.6,0.01,13.3,"B",2,"**","2",2.46
"1213",3197,717,"1",0.18,0.26,6.17,0.186,1.01285,16.9,2.51,NA,"B",3,"*","3",1.43
"1214",2022,718,"1",1.84,-1.05,5.65,0.057,1.02822,6.6,-0.38,9.5,"B",2,"*","3",2.55
"1215",6138,718,"1",0.18,0.3,6.48,0.048,0.9956,9.3,1.55,10,"B",2,"**","1",1.81
"1216",3688,718,"1",0.22,-1.22,5.6,0.642,1.04558,7.7,-1.2,10.2,"R",3,"***","3",3.62
"1217",1842,719,"1",0.25,0.3,5.48,0.046,0.993,9.1,0.51,9.9,"B",2,NA,"2",5.04
"1218",1121,719,"1",0.32,0.31,6.06,0.031,0.99235,7.7,0.24,NA,"M",3,NA,"3",1.6
"1219",5762,720,"1",1.13,1.29,5.42,-0.537,1.00202,15,3.16,15.5,"R",2,"*","1",6.88
"1220",13843,723,"1",0.3,0.29,6.8,0.271,1.02478,17.3,-0.22,18.3,"B",3,"***","3",3.45
"1221",660,723,"1",0.19,0.37,5.76,0.54,1.03125,10.3,1.27,11.3,"B",4,"**","1",5.81
"1222",3783,724,"1",1.07,0.5,6.09,0.045,0.9525,9.1,0.74,11.5,"B",3,"*","1",1.82
"1223",4238,724,"1",0.23,0.36,6.64,0.03,0.98051,8.2,0.99,18,"R",1,"**","3",4.01
"1224",3185,725,"1",1.23,0.27,7.05,0.051,0.994,10.4,0.09,16.9,"B",2,"****","3",2.42
"1225",2238,725,"1",-0.5,1.16,6.88,-0.409,1.02924,7.5,1.94,7.6,"R",3,"**","3",1
"1226",7670,725,"1",-1.18,1.31,5.99,0.054,0.94602,11.5,0.8,11.9,"R",3,"**","1",4.15
"1227",6944,726,"1",0.27,1.33,6.24,0.05,0.9984,9.6,0.5,10.3,"B",3,"****","2",1
"1228",6562,726,"1",0.26,0.49,7.15,NA,0.96753,7.8,-1.2,NA,"B",2,"*","3",1.26
"1229",382,726,"1",-0.29,-1.34,5.8,0.024,0.99234,7.4,0.58,12.5,"B",1,"****","2",5.47
"1230",12751,728,"1",1.28,0.07,6.11,-0.076,0.99237,7.9,0.54,11.3,"R",3,"**","3",1
"1231",1168,728,"1",0.23,1.89,6.22,0.354,0.95196,15.3,0.5,15.6,"B",1,"***","2",2.86
"1232",9233,728,"1",0.225,0.24,6.78,0.054,0.98354,8.4,0.39,8.8,"R",1,"*","3",1
"1233",1973,729,"1",1.64,0.38,7.27,0.058,0.9937,10.6,0.44,11.6,"B",3,"*","3",2.91
"1234",10403,730,"1",1.38,-1.75,6.45,-0.04,0.99,12.4,1.59,15,"B",2,"***","2",1.8
"1235",13945,731,"1",0.17,0.21,7.05,0.006,0.98252,4.7,0.86,9.7,"B",1,"**","1",6.44
"1236",2396,731,"1",0.22,0.29,5.88,-0.469,0.98393,12.2,-0.21,12.9,"MB",2,"***","3",2.12
"1237",10010,731,"1",-1.32,-0.78,6.1,0.036,0.96714,9.5,NA,17.1,"B",2,"**","1",3.88
"1238",5270,732,"1",0.4,1.78,5.8,0.058,0.995,8.2,NA,8.6,"B",3,"***","1",3.04
"1239",1661,732,"1",0.25,0.44,6.32,0.447,0.9658,11.2,NA,NA,"R",2,"**","2",1.11
"1240",9878,733,"1",-0.69,0.32,5.77,0.4,0.99776,11.1,0.38,11.6,"B",2,NA,"1",1.89
"1241",1345,733,"1",1.78,-1.36,7.28,0.224,0.9925,7.2,0.45,7.4,"B",1,"*","1",1.23
"1242",3717,735,"1",-0.22,0.73,6.93,0.569,0.98982,8.9,0.39,9.7,"B",2,"**","3",3.59
"1243",9025,736,"1",-1.15,1.38,6.87,-0.259,0.997,12.5,-0.41,12.6,"MM",5,"**","1",2.42
"1244",3759,737,"1",-0.53,0.65,5.39,0.572,1.01222,10.7,0.42,10.8,"B",2,"**","3",6.24
"1245",6773,739,"1",-0.8,0.74,6.8,-0.484,0.991,10.8,0.28,12.8,"B",4,"***","2",3.36
"1246",362,739,"1",0.55,-0.25,6.44,0.029,1.01737,3.9,-2.02,9.8,"M",2,"***","2",2.96
"1247",10883,740,"1",1.1,1.27,7.11,0.035,0.99334,10.9,0.66,11.9,"R",3,"**","3",1.32
"1248",325,741,"1",0.14,0.33,6.04,0.104,0.99057,14,1.47,20.9,"R",3,"***",NA,3.15
"1249",14309,742,"1",0.27,0.3,5.62,0.459,0.99364,3.9,0.34,6.2,"R",2,"*","3",1.44
"1250",6931,743,"1",0.87,0,5.41,-0.025,0.99014,12.8,1.39,18.5,"R",2,"***","2",4.35
"1251",15953,743,"1",2.3,0.24,5.67,0.044,0.96905,9,0.38,13.8,"B",1,"**","3",2.47
"1252",15731,743,"1",0.31,-0.71,5.94,0.038,1.03417,0,0.53,11.9,"R",2,"***","1",1.47
"1253",1069,745,"1",0.13,0.45,5.94,-0.073,0.96219,9.4,0.54,10,"B",2,"*","3",3.08
"1254",15284,745,"1",0.25,0.49,6.17,0.066,1.01407,11.3,-2.14,NA,"R",9,"***","3",1
"1255",15925,745,"1",0.96,1.42,6.18,0.037,0.9914,13.5,0.43,13.6,"R",3,"*","2",1.11
"1256",2224,746,"1",0.45,-0.36,5.93,0.179,0.99494,12.5,-0.6,12.6,"R",2,"***","3",4.88
"1257",7293,746,"1",0.17,0.17,7.05,0.049,1.00806,6,0.38,11.9,"MB",2,"***","2",1
"1258",2085,746,"1",0.91,-0.03,6.4,0.047,0.97847,11,0.65,16.7,"R",1,"***","3",3.74
"1259",15665,747,"1",0.18,0,5.59,NA,1.0129,7.9,1.04,12.5,"B",3,"***","2",1.77
"1260",1927,747,"1",-0.24,2.1,5.9,0.483,0.99166,11.1,0.98,11.5,"B",4,"****","1",1
"1261",4414,747,"1",0.38,-0.57,5.64,0.489,0.9956,10.6,0.37,14,"R",3,"**","3",2.31
"1262",636,748,"1",1.815,-0.98,6.55,0.024,1.04469,7.2,-1.91,11.4,"B",3,"**","1",1.51
"1263",8806,748,"1",1.17,0.29,6.37,-0.394,0.99061,13.3,NA,13.9,"R",2,"**","3",1.15
"1264",9330,748,"1",-0.545,0.59,5.59,0.129,0.98212,13.2,-1.17,13.6,"B",1,"**","1",3.9
"1265",14276,748,"1",0.22,0.1,5.75,0.044,0.9937,12.2,0.96,12.3,"B",2,"**","3",2.44
"1266",3288,749,"1",-0.64,0.29,6.69,-0.272,0.98084,11,0.55,12.9,"R",2,NA,"3",4.38
"1267",7041,749,"1",0,-0.25,6.65,0.053,0.95957,11.6,0.59,15.2,"R",3,"**","2",2.45
"1268",2556,749,"1",-1.15,-0.7,7.22,0.05,0.99612,9.1,2.07,15.7,"B",3,"***","1",2.46
"1269",3571,750,"1",0.3,0.34,7.17,-0.146,0.94035,7.3,-0.1,14.9,"R",1,"*","1",5.7
"1270",1652,751,"1",0.3,0.16,5.72,-0.422,0.9905,8.5,2.01,14,"M",1,"****","1",2.2
"1271",12148,751,"1",1.51,0.28,7.15,0.181,0.95524,9,0.52,9.2,"R",3,"***","2",1.02
"1272",2858,753,"1",0.27,0.46,6.29,0.034,1.02054,10.5,1.81,11.1,"R",2,"**","2",3.09
"1273",907,753,"1",0.29,-1.18,6.62,-0.397,0.9906,8.6,-2.25,9.3,"R",2,"***","3",1.8
"1274",8177,753,"1",0.46,1.39,5.9,0.051,0.98734,10.5,2.15,10.6,"B",2,"**","3",2.22
"1275",3156,753,"1",-0.65,0.31,5.59,0.028,0.92255,12,2.4,12.7,"MM",3,"*","3",2.25
"1276",13083,753,"1",-0.56,-0.61,5.75,0.041,0.99958,12.3,0.56,13.1,"R",3,"**","2",5.67
"1277",8466,754,"1",-2.64,0.3,5.54,-0.079,0.96049,13.5,0.19,13.8,"B",4,"**","2",6.86
"1278",15113,755,"1",-0.63,0.96,7.16,0.046,0.95934,10.7,-0.43,10.8,"B",2,"**","2",1.37
"1279",15000,760,"1",0.2,-0.53,5.87,0.039,0.9899,11,-0.54,18.2,"R",2,"***","3",1.9
"1280",8963,761,"1",0.2,0.29,5.68,0.047,1.01391,13.2,0.45,13.6,"B",3,"**","3",5.83
"1281",13794,761,"1",-1.4,1.09,5.64,0.047,1.08718,13.8,0.65,NA,"R",3,"***","2",6.48
"1282",7143,761,"1",1.63,0.76,6.44,0.141,1.01144,10.2,1.82,13.5,"R",1,"**","3",1.35
"1283",14348,762,"1",0.16,-0.97,6.2,-0.001,1.04204,15.5,NA,15.6,"R",3,"*","3",1.64
"1284",3852,763,"1",-0.13,2.35,5.57,0.042,0.99123,13.2,-1.19,13.3,"R",2,"**","1",3.99
"1285",9686,763,"1",-0.14,-1.12,6.01,0.04,0.97176,9.2,0.91,10.5,"R",2,NA,"3",1.55
"1286",606,764,"1",0.3,-0.23,6.11,0.058,0.93754,8.7,-0.65,21.1,"R",2,NA,"3",6.66
"1287",10570,765,"1",1.18,0.28,6.91,-0.199,1.01042,2.6,-0.6,11.3,"R",3,"***","1",3.9
"1288",2072,766,"1",0.21,0.31,6.69,-1.045,0.99158,5.4,0.68,11,"B",2,"***","1",4.08
"1289",10634,766,"1",-1.82,0.35,6.2,-0.303,0.99184,7.6,0.5,16.1,"B",3,"***","3",1
"1290",15206,766,"1",0.04,-0.17,6.57,0.447,0.9969,7,NA,9.2,"R",3,"*","2",1.42
"1291",2336,766,"1",0.37,0.3,6.22,0.358,1.07731,10.1,-0.75,11.7,"M",4,"**","2",2.98
"1292",10595,767,"1",0.16,-0.12,7.05,NA,0.98405,6.6,-0.44,15,"B",3,"***","1",2.04
"1293",2127,769,"1",-0.64,0.49,5.38,0.265,0.99754,9.1,-1.18,10.6,"R",3,"**","2",4.55
"1294",13429,769,"1",0.23,-0.75,6.3,1.232,0.99542,11.4,NA,11.6,"B",2,"****","2",2.88
"1295",5628,769,"1",0.95,0.33,5.68,0.136,1.03126,7.8,0.66,10.6,"R",2,"***","3",1
"1296",3180,769,"1",1.195,0.65,5.91,0.366,0.96606,10,1.05,11,"R",1,"***","2",8.8
"1297",14998,769,"1",0,0.2,5.84,0.027,0.96833,10.2,-0.88,13,"M",1,"*","1",5.39
"1298",7559,769,"1",0.25,0.53,5.72,0.021,0.989315,14.1,0.31,14.4,"R",2,"***","1",2.39
"1299",9071,769,"1",0.29,0.31,5.49,0.226,0.9662,6.8,NA,7.8,"M",2,"***","3",1.71
"1300",3555,769,"1",0.23,0.35,6.16,0.034,0.93966,9.7,0.4,15.9,"R",2,NA,"1",4.35
"1301",7172,770,"1",0.86,0.31,5.6,-0.541,0.94737,11.1,0.46,17.3,"R",2,"*","1",3.72
"1302",15833,770,"1",1.7,0.4,5.39,0.024,0.9999,7.7,-0.5,NA,"R",4,"*","3",1.85
"1303",8142,771,"1",0.26,-0.1,6.95,0.455,0.99077,8,-0.5,12.2,"R",4,"**",NA,5.2
"1304",7848,771,"1",-1.02,0.39,6.94,-0.172,0.97971,10.5,0.53,12.2,"B",4,"****","1",2.5
"1305",9748,771,"1",0.19,-0.81,5.51,0.032,0.9932,13.8,0.51,14.7,"R",2,"**","1",2.31
"1306",9898,772,"1",0.24,0.61,6.98,0.537,1.03087,9.9,1.83,13.9,"R",1,"**","1",4.41
"1307",5784,772,"1",0.24,0.3,6.81,0.035,1.0444,6.3,0.57,7.1,"MB",3,"***","3",1.09
"1308",4142,773,"1",0.16,1.74,7.05,0.045,0.9958,11.7,2.58,NA,"B",2,"*","2",3.14
"1309",7621,773,"1",0.24,2.81,7.32,0.334,0.99246,5.7,NA,16.6,"B",3,"****","2",1.19
"1310",1972,774,"1",1.12,0.42,6.5,0.566,0.98999,11.4,0.54,15.3,"R",2,"**","3",2.77
"1311",8872,777,"1",-0.98,-0.5,7.32,0.123,0.96462,12.6,-0.61,14.9,"R",2,"*","1",2.44
"1312",3092,778,"1",0.25,0.33,6.41,0.556,0.95389,5.8,0.48,9.5,"B",4,"**","3",1
"1313",15282,778,"1",0.46,0.01,5.66,1.129,0.94703,9.2,0.33,9.4,"B",2,"**","2",2.64
"1314",1744,779,"1",0.34,-1.24,6.45,0.218,0.98958,11.9,0.5,13.2,"R",3,"***","3",3.96
"1315",6943,779,"1",1.6,0.87,6.4,NA,0.96073,12.6,2.99,16.3,"B",1,"****","3",2.74
"1316",371,780,"1",0.23,0.42,5.49,0.044,0.96061,11.4,0.48,11.8,"R",2,"*","3",1.09
"1317",1637,780,"1",0.24,0.18,6.59,0.905,1.04208,13.8,0.7,13.9,"R",3,NA,"3",2.59
